@relation 'spoken_letters_617_attributes-weka.filters.unsupervised.attribute.Remove-V-R1,11,14,17,22,30,41,45,48,52,68,70,101,106,107,118,132,138,144,148,165,169,171,172,173,174,181,182,184,189,199,201,204,212,213,225,228,231,234,235,238,254,257,259,261,297,298,321,322,323,326,330,337,345,351,354,358,359,363,386,390,392,395,397,411,414,415,416,418,420,422,427,429,430,431,433,436,438,439,451,453,455,458,460,461,462,473,474,480,481,488,489,494,515,516,520,525,541,547,548,553,554,557,573,574,575,578,579,580,581,582,583,584,618'

@attribute f1 numeric
@attribute f11 numeric
@attribute f14 numeric
@attribute f17 numeric
@attribute f22 numeric
@attribute f30 numeric
@attribute f41 numeric
@attribute f45 numeric
@attribute f48 numeric
@attribute f52 numeric
@attribute f68 numeric
@attribute f70 numeric
@attribute f101 numeric
@attribute f106 numeric
@attribute f107 numeric
@attribute f118 numeric
@attribute f132 numeric
@attribute f138 numeric
@attribute f144 numeric
@attribute f148 numeric
@attribute f165 numeric
@attribute f169 numeric
@attribute f171 numeric
@attribute f172 numeric
@attribute f173 numeric
@attribute f174 numeric
@attribute f181 numeric
@attribute f182 numeric
@attribute f184 numeric
@attribute f189 numeric
@attribute f199 numeric
@attribute f201 numeric
@attribute f204 numeric
@attribute f212 numeric
@attribute f213 numeric
@attribute f225 numeric
@attribute f228 numeric
@attribute f231 numeric
@attribute f234 numeric
@attribute f235 numeric
@attribute f238 numeric
@attribute f254 numeric
@attribute f257 numeric
@attribute f259 numeric
@attribute f261 numeric
@attribute f297 numeric
@attribute f298 numeric
@attribute f321 numeric
@attribute f322 numeric
@attribute f323 numeric
@attribute f326 numeric
@attribute f330 numeric
@attribute f337 numeric
@attribute f345 numeric
@attribute f351 numeric
@attribute f354 numeric
@attribute f358 numeric
@attribute f359 numeric
@attribute f363 numeric
@attribute f386 numeric
@attribute f390 numeric
@attribute f392 numeric
@attribute f395 numeric
@attribute f397 numeric
@attribute f411 numeric
@attribute f414 numeric
@attribute f415 numeric
@attribute f416 numeric
@attribute f418 numeric
@attribute f420 numeric
@attribute f422 numeric
@attribute f427 numeric
@attribute f429 numeric
@attribute f430 numeric
@attribute f431 numeric
@attribute f433 numeric
@attribute f436 numeric
@attribute f438 numeric
@attribute f439 numeric
@attribute f451 numeric
@attribute f453 numeric
@attribute f455 numeric
@attribute f458 numeric
@attribute f460 numeric
@attribute f461 numeric
@attribute f462 numeric
@attribute f473 numeric
@attribute f474 numeric
@attribute f480 numeric
@attribute f481 numeric
@attribute f488 numeric
@attribute f489 numeric
@attribute f494 numeric
@attribute f515 numeric
@attribute f516 numeric
@attribute f520 numeric
@attribute f525 numeric
@attribute f541 numeric
@attribute f547 numeric
@attribute f548 numeric
@attribute f553 numeric
@attribute f554 numeric
@attribute f557 numeric
@attribute f573 numeric
@attribute f574 numeric
@attribute f575 numeric
@attribute f578 numeric
@attribute f579 numeric
@attribute f580 numeric
@attribute f581 numeric
@attribute f582 numeric
@attribute f583 numeric
@attribute f584 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26}

@data
0.0432,-0.71,-0.6946,-0.1298,0.8576,0.9848,-0.646,-0.7288,-0.623,0.8574,0.532,-0.6468,-0.4742,-0.784,-0.7418,0.5916,0.3838,-0.8338,-0.5158,0.8826,-0.2174,-0.884,-0.8406,-0.7294,-0.6376,-0.5894,0.7342,0.7054,0.9806,0.343,-0.4212,-0.5692,-0.537,0.6206,0.6978,0.1,0.3,-0.45,-0.5,-0.1,-0.4,0.9,0.1764,0.647,-0.1764,-0.625,-0.4688,-1,-1,-0.9324,-0.767,-0.8384,0.9172,-0.906,-1,-1,-0.825,-0.7594,-0.5748,-1,-0.96,-0.82,-0.81,-0.3034,-0.9268,-1,-1,-1,-1,-1,-0.9714,-1,1,1,0.0286,-0.8,-0.9428,-0.8286,-0.7428,-1,-0.859,-0.8454,-0.8074,-0.7668,-0.7416,-0.4632,0.1866,0.047,1,-0.307,0.4456,0.6436,0.7822,0.2,0,0.16,0.46,0.86,0.4242,-0.1364,0.2728,0.803,0.7122,0.697,0.4242,0.4696,-1,-1,1,-1,-0.4,-1,-0.7666,4
-0.3852,-0.8962,-0.3972,0.6248,0.8124,0.8004,-0.8784,-0.6158,-0.1986,0.6684,0.1058,-0.7134,-0.1864,-0.9424,-0.8678,0.2474,0.091,-0.922,-0.243,0.7884,-0.2142,-0.741,-0.7456,-0.5358,-0.6072,-0.6652,0.7366,0.5402,0.9508,0.8616,-0.6288,-0.4776,-0.4914,0.6426,0.4502,-0.2432,0.1892,-0.6216,-0.5136,-0.4054,-0.1892,0.5676,-0.3514,0.1892,-0.2972,-0.284,-0.4074,-1,-1,-1,-1,-0.6714,0.8608,-1,-1,-1,-1,-1,-0.4828,-1,-1,-1,-0.9068,0.2432,-1,-1,-1,-1,-1,-1,-1,-0.8,1,1,1,-0.9714,-0.8,-0.8286,0.6,-1,-0.3656,-0.38,-0.344,-0.3128,-0.3486,-0.3298,0.1734,0.153,1,-0.6774,0.187,0.6646,0.4838,-0.0748,-0.238,0.0884,0.3742,0.551,0.0116,-0.0814,0.721,0.7094,0.686,0.5,0.279,0.1628,-1,-1,1,-1,-1,-1,-0.6666,4
-0.3258,-0.8016,-0.49,-0.4164,0.1218,0.8244,-0.8538,-0.7398,-0.5206,0.863,0.6862,-0.6768,-0.484,-0.883,-0.7926,0.516,0.468,-0.8966,-0.4876,1,-0.3084,-1,-0.9428,-0.6872,-0.7224,-0.586,0.8546,0.7622,0.6696,0.26,-0.5332,-0.7074,-0.5818,0.3588,0.2892,0.2196,0.6098,0.2682,-0.4146,-0.0244,0.317,0.756,0.1352,0.8378,0.1892,-0.5272,-0.4182,-1,-1,-1,-1,-0.869,0.9518,-0.931,-1,-1,-1,-1,-0.7778,-1,-1,-1,-0.8934,-0.7668,-0.94,-1,-1,-1,-1,-1,-1,-0.7428,-0.3714,-0.4858,-0.0286,-0.8286,-0.9428,-0.9714,-0.5428,-1,-0.0918,-0.092,-0.1984,-0.3114,-0.4116,-0.3802,0.1866,0.0588,-1,0,0.3138,0.4706,0.8824,0.1264,0.3794,0.5862,0.885,0.3564,0.3396,0.3208,0.3208,0.6416,0.7924,0.2076,0.0754,-0.1132,-1,-1,1,-1,-1,-1,-0.6666,5
-0.3212,-0.8384,-0.6,-0.1838,0.5596,0.8828,-0.6432,-0.6196,-0.302,0.6784,0.165,-0.8038,-0.317,-0.8496,-0.7846,0.3822,0.191,-0.817,-0.1586,0.8414,-0.2688,-0.5302,-0.9758,-0.7094,-0.5302,-0.259,0.782,0.7384,1,0.7142,-0.4574,-0.4264,-0.5892,0.9148,0.9148,-0.1282,0.0256,-0.4872,-0.4872,-0.5898,-0.4358,0.9488,-0.381,-0.3334,-0.2858,-0.2772,-0.2048,-1,-1,-1,-0.9262,-0.7636,0.7192,-1,-1,-1,-1,-0.9256,-0.7626,-1,-1,-0.95,-0.6334,-0.1368,-1,-1,-1,-1,-1,-1,-1,-0.0858,-0.0286,0.4,1,-1,-0.9714,-0.8572,0.1428,-1,-0.6142,-0.6216,-0.606,-0.6524,-0.5956,-0.4038,0.0666,-0.0118,-0.3334,-0.2294,0.5322,0.1376,0.4496,-0.01,-0.2178,0.3762,0.7624,0.4158,-0.0084,-0.2372,0.0678,0.4916,0.3728,0.2882,0.6016,0.5508,-1,1,-1,-1,-1,-1,-0.4334,5
-0.5542,-0.012,0.8554,0.5904,0.6506,0.4216,-0.186,0.5176,0.6784,0.8292,0.33,0.8834,0.9566,0.1956,0.2392,0.4782,0.2232,0.3058,0.5702,0.9338,0.7712,0.2796,0.5508,0.8814,1,0.7458,0.6694,0.2372,0.1186,0.695,0.3266,0.0306,0.6938,0.5612,0.1632,-0.3888,0.3888,-0.0556,-0.2778,-0.1112,0.5,-0.1112,-0.6112,-0.4444,0.7222,0.1952,0.0976,-1,-1,-1,-0.9642,-0.763,0.6214,-0.954,-0.9694,-1,-1,-0.9828,-0.9132,-0.9502,-1,-0.8734,-0.3668,-0.62,-0.0868,0.4266,0.4732,0.2532,0.02,-1,-1,1,1,1,1,0.8572,-0.9714,-1,0.4286,-0.8858,1,1,1,1,1,1,0,-0.6706,-0.4416,0.302,0.4228,0.0872,0.1276,0.7752,-0.0296,0.8816,0.1006,-0.0178,0.751,0.5018,0.8416,0.9472,0.5094,0.185,-0.049,-0.1924,-1,-1,1,-0.4,-1,-1,-0.5,6
-0.4702,-0.2318,0.2848,0.8544,0.841,0.457,-0.1098,0.1214,1,0.896,0.476,0.7642,0.657,-0.0042,0.0376,0.0544,0.3424,0.3244,0.6846,0.982,0.7156,0.1944,0.6114,0.8768,0.9432,0.7914,0.3364,-0.1564,-0.3364,0.4312,0.2738,0.1786,0.5,0.5834,0.2262,-0.4546,0.9394,0.2122,-0.1516,-0.091,0.4546,0.697,-0.4706,0.647,0.8824,0.2676,0.1268,-1,-1,-1,-0.9624,-0.5158,0.8812,-0.9624,-0.9624,-1,-1,-0.978,-0.8096,-0.921,-1,-0.8816,-0.65,-0.56,-0.0734,0.22,-0.0168,-0.2034,0.17,-1,-1,-0.7428,1,1,1,-0.4,-0.5428,-0.7142,0.2286,-0.4,0.8722,0.884,0.959,1,1,1,0.0534,-0.647,-0.475,-0.2436,0.311,0.4622,0.21,0.7308,0.1346,0.8462,0.5576,0.0192,0.949,0.4394,0.9746,1,0.6942,0.1974,-0.0828,0.07,-1,-1,1,-1,-1,-1,-0.6666,6
-0.5958,-0.7608,-0.3114,0.8598,0.9176,0.4722,-0.6844,-0.3574,0.0988,0.9772,0.3334,-0.6024,-0.4404,-0.7416,-0.6868,1,-0.0728,-0.701,-0.1178,0.9552,-0.3426,-0.9044,-0.8764,-0.545,-0.5956,-0.5898,0.764,0.8988,0.6966,0.427,-0.705,-0.205,-0.6066,0.377,0.9754,-0.4706,0.2352,-0.5294,-0.5882,-0.7648,-0.0588,0,-0.45,0.25,-0.45,-0.7778,-0.8888,-1,-1,-1,-0.8798,-0.7402,0.6062,-1,-1,-1,-1,-0.9598,-0.5748,-1,-1,-0.9286,-0.0568,-0.3068,-1,-1,-1,-1,-1,-1,-1,1,1,0.2286,0.3714,-0.6286,-1,-0.0858,0.2572,-1,-0.2218,-0.2366,-0.1804,-0.2092,-0.2322,-0.1114,0.3466,0,0.4834,-0.489,-0.0802,0.2262,0.8468,-0.4486,-0.2026,-0.0432,1,-0.0632,-0.1042,-0.2024,0.8528,0.6932,0.9326,-0.0614,0.2944,-0.0614,-1,-1,1,-0.4,-0.8,-1,-0.3666,7
-0.4926,-0.883,-0.4488,0.6732,1,0.6732,-0.7824,-0.678,-0.0658,0.9502,0.3198,-0.563,-0.1584,-0.8534,-0.8534,0.6312,-0.0266,-0.7866,-0.1778,1,-0.1106,-0.854,-0.907,-0.6372,-0.5884,-0.6018,0.677,0.9204,0.6018,0.2036,-0.7674,-0.5736,-0.7286,0.6512,0.8838,-0.3334,0.2858,-0.3334,-0.9524,-0.6666,-0.3334,0.7142,-0.3334,-0.077,-0.0256,-0.5476,-0.5238,-1,-1,-1,-0.9586,-0.933,0.917,-1,-1,-1,-0.9468,-0.9456,-0.2612,-1,-1,-0.9468,0.35,0.0266,-1,-1,-1,-1,-1,-1,-1,1,-0.1142,0.5428,0.2858,-0.8858,-0.9142,-0.9428,-0.4286,-1,-0.3294,-0.2722,-0.2028,-0.1938,-0.2708,-0.2918,0.28,-0.0588,1,-0.6658,-0.1548,0.0074,0.9754,-0.3614,-0.5,0.0294,0.8698,-0.0168,-0.2192,-0.3702,0.5366,0.7178,0.8186,0.1788,0.0328,0.1284,-1,-1,1,-1,-1,-1,-0.1666,7
-0.621,-0.5888,-0.2742,1,0.8064,0.2742,-0.4522,-0.1156,0.5314,0.6832,0.4308,-0.2284,0.105,-0.5798,-0.572,0.8444,0.2324,-0.69,-0.0332,0.9852,-0.2578,-0.3952,-0.4982,-0.4914,-0.3814,-0.2508,0.7458,0.8694,0.897,0.5464,-0.4756,-0.28,-0.3512,0.6888,0.7066,-0.6,0.5,0,-0.1,-0.15,0.25,0.65,-0.2942,0.4902,0.4118,-0.4666,-0.5112,-1,-1,-1,-1,-0.9586,0.2722,-0.9664,-0.9526,-1,-1,-1,-0.9678,-0.3144,-1,-1,-0.92,-0.49,-0.7134,-0.1234,0.2266,0.2066,0.15,-1,-1,-0.6,0.0286,1,1,0.0286,-0.9428,-0.7142,0.3714,-0.9714,0.5224,0.5094,0.5156,0.4722,0.417,0.2464,0.1066,-0.5294,0.8334,-0.0762,0.562,0.981,0.2762,0.4554,0.4974,0.5184,0.5288,0.2042,0.3094,0.3364,0.5516,0.6144,0.4978,0.0494,0.0494,0.166,1,-1,-1,-1,-1,-1,-1,8
-0.4906,-0.4162,-0.0062,0.8634,1,0.8012,-0.5586,-0.3802,0.5118,0.9248,0.5934,-0.137,-0.1336,-0.6518,-0.5466,0.838,0.6114,-0.4982,0.1308,1,-0.5402,-0.781,-0.7226,-0.6788,-0.4014,-0.4452,0.6058,0.7592,0.9198,0.5182,-0.68,-0.6,-0.61,0.58,0.51,-0.0556,0.5556,0.2222,-0.0556,-0.2778,0.1666,0.6112,-0.2572,0.5428,0.7142,-0.6382,-0.5532,-1,-1,-1,-1,-0.948,0.9884,-0.9634,-0.9576,-1,-1,-1,-0.9658,-0.141,-1,-1,-0.6734,-0.6568,-0.8868,-0.2468,0.26,0.32,0.5366,-1,-1,-0.6,0.1714,1,1,0.2286,-0.8572,-0.3428,0.3428,-0.1714,0.4488,0.4618,0.3554,0.3288,0.32,0.17,-0.04,-0.5882,-0.3166,-0.1126,0.2876,0.3374,0.3626,0.292,0.4906,0.4782,0.615,0.4534,0.854,0.0674,1,0.9888,0.618,-0.2584,-0.0112,-0.618,-1,-1,1,-1,-1,-1,-0.4,8
-0.6518,1,0.2748,-0.1118,0.6678,0.2588,0.4892,0.6608,-0.1714,0.0072,-0.0092,0.6912,0.8708,0.048,0.1328,0.273,0.9058,-0.4314,0.5098,0.9334,0.6466,-0.4054,-0.4968,-0.3888,-0.2598,-0.131,0.8004,0.6216,-0.0562,0.0228,-0.4476,-0.674,-0.4476,0.7238,1,-0.4358,0.1794,0.6924,0.8462,1,0.4872,0.4872,-0.561,-0.2196,0.4634,0.5122,0.5854,-1,-1,-1,-1,-0.837,0.8714,-1,-1,-1,-1,-1,-0.8758,-1,-1,-1,-0.7968,-0.5068,-1,-1,-1,-1,-1,-1,-1,-0.1142,0.4286,1,1,-0.8,-0.6286,-0.8286,-0.5714,-1,1,1,1,1,1,1,0.5066,0.2706,-0.6,-0.3278,0.4098,0.4754,0.3278,0.5582,0.6512,0.4186,0.5116,-0.3604,0.945,0.9358,0.2018,0.3302,0.5688,-0.1834,-0.5964,-0.3486,-1,-1,1,-0.8,-1,-1,-0.5666,9
-0.5934,1,0.499,0.384,0.3758,0.5154,0.4816,0.8194,0.2976,0.893,0.0658,0.747,0.6278,0.266,0.3982,0.0052,0.637,-0.07,0.9698,0.9092,0.5588,-0.5516,-0.3772,-0.146,-0.0498,0.185,0.8506,0.6156,0.1886,0.2278,-0.5908,-0.5358,-0.4936,1,0.8354,-0.4444,-0.2778,0.6666,0.0556,0.3888,0.2778,0.5,-0.3,0.1,0.65,0.3334,0.4616,-1,-1,-1,-0.9518,-0.8998,0.782,-1,-1,-1,-1,-0.981,-0.9614,-1,-1,-0.84,-0.6468,-0.6634,-1,-1,-1,-1,-1,-1,-1,-0.3714,0.2,1,1,-0.6,-0.8,-0.8,-0.8572,-1,1,1,1,1,1,1,0.1734,0.1294,-0.0166,-0.6198,0.3522,0.1126,-0.0422,0.3364,0.3738,0.701,0.3832,0.2524,0.7972,0.909,0.5664,0.8882,0.4546,0.098,0,-0.2028,-1,1,-1,-0.8,-1,-1,-0.3334,9
-0.57,-0.5458,0.1836,0.826,0.9904,0.198,-0.3634,0.157,1,0.785,0.666,0.4698,0.7296,-0.2018,-0.133,0.5794,0.5992,-0.2852,1,0.752,0.4732,-0.678,-0.6292,-0.4488,-0.2878,-0.0634,0.8488,0.6098,-0.0146,-0.322,-0.5966,-0.7444,-0.5738,0.9318,1,-0.2728,0.5152,-0.5758,-0.2122,-0.2122,0.394,0.5152,-0.2972,0.6216,0.081,-0.4202,-0.5072,-1,-1,-1,-0.9764,-0.9682,0.4754,-0.9792,-1,-1,-1,-0.974,-0.6826,-1,-1,-0.9,0.3832,-0.35,-0.84,-1,-1,-1,-1,-1,-1,1,1,1,0.2286,-0.8,-1,-0.1428,-0.5714,-1,-0.139,-0.07,0.1276,0.4112,0.6052,0.5698,0.1734,-0.0942,0.0834,-0.6556,-0.13,-0.0694,0.9154,-0.2402,-0.2352,0.0638,0.8382,0.201,0.1296,-0.2,0.6176,0.5516,0.8462,0.0022,-0.077,-0.1868,-1,-1,1,-0.8,-1,-1,-0.1666,10
-0.5092,-0.5276,0.4358,0.9954,0.5092,0.6606,-0.3928,0.3616,0.9688,0.8794,0.7992,0.641,1,-0.5518,-0.3154,0.3692,0.9862,-0.9076,0.9354,0.7552,0.9222,-0.7712,-0.5912,-0.6594,-0.6934,-0.489,0.7518,0.7128,0.0218,0.2166,-0.4622,-0.8006,-0.3898,0.9336,1,0,0.6522,0.087,-0.1304,-0.1304,0.2174,0.5218,-0.3334,0.394,0.4546,-0.7,-0.6666,-1,-0.959,-0.9544,-0.8936,-0.7432,0.6808,-0.959,-1,-1,-0.9298,-0.9268,-0.5222,-1,-0.88,-0.8468,0.25,-0.6068,-0.7468,-1,-1,-1,-1,-1,-0.9428,1,0.7428,0.8858,0.0858,-1,-0.8286,-0.7428,-0.6572,-1,0.1746,0.249,0.4234,0.6138,0.7192,0.548,0.2534,0.0824,0,-0.4048,0.1414,0.244,0.6926,-0.3112,-0.3736,0.214,1,0.0116,0.3496,-0.079,0.6766,0.891,0.767,-0.064,-0.0752,0.0112,-1,-1,1,-0.4,-0.6,-1,-0.0334,10
-0.4366,-0.226,0.2198,1,0.7894,0.6038,-0.26,0.1586,0.9662,0.9408,0.6438,0.3434,0.7346,-0.2566,-0.239,0.6194,0.6348,-0.3,0.6696,0.9174,0.2912,-0.5486,-0.508,-0.2686,-0.255,-0.0744,0.8194,0.7472,0.2416,0.0384,-0.6052,-0.4564,-0.4564,1,0.9482,-0.1428,0.7142,0.3572,-0.2142,-0.4286,0,0.5,-0.3684,0.421,0.3684,-0.6202,-0.5696,-1,-1,-1,-0.9658,-0.9464,0.665,-1,-1,-1,-0.9754,-0.968,-0.8294,-1,-0.88,-0.7268,0.4266,-0.0068,-1,-1,-1,-1,-1,-1,-1,1,-0.1714,1,1,-0.9714,-0.8858,-0.8286,-0.6572,-1,0.6206,0.6526,0.7266,0.8464,0.9026,0.7366,0.3066,-0.1412,1,-0.5934,0.3574,0.5804,0.764,-0.2294,-0.247,0,0.9588,0.6764,-0.0798,0.0434,0.6666,0.9058,0.8334,0.5,0.5724,0.3914,-1,-1,1,-1,-1,-1,-0.2,11
-0.3384,-0.3984,0.1378,1,0.8496,0.6792,-0.3654,-0.2568,0.453,0.7412,0.864,0.3992,0.719,-0.719,-0.7358,0.6058,1,-0.7618,-0.1446,0.4468,0.8058,-0.2912,-0.9278,-0.562,-0.237,-0.2416,0.562,0.8872,0.684,0.2326,-0.3694,-0.6942,-0.707,0.9426,0.6752,-0.3142,0.4858,-0.1428,-0.0858,0.0286,0.4286,0.8286,-0.3714,0.6,0.5428,-0.4794,-0.6712,-1,-1,-1,-0.968,-0.9496,0.9278,-1,-1,-1,-0.9594,-0.9618,-0.8562,-1,-1,-0.92,0.17,-0.2234,-1,-1,-1,-1,-1,-1,-1,-0.2286,0.1428,1,1,-0.9714,-1,-0.6572,-0.4858,-1,0.6548,0.6588,0.647,0.599,0.5624,0.3806,0.32,0.1058,1,-0.6086,0.256,0.2898,0.913,-0.1306,-0.0316,0.1126,0.973,0.518,0.229,0.2018,0.5556,0.7778,0.5374,0.2472,0.1384,0.102,-1,-1,1,-1,-1,-1,0,11
-0.2534,-0.2946,0.0754,0.911,0.6918,0.3014,-0.2764,0.32,0.9642,0.9284,0.3348,0.7996,0.9444,0.7958,0.5684,0.5962,0.5924,0.0346,-0.4462,0.3808,0.7882,0.0508,-0.4026,-0.4238,-0.5042,-0.5424,-0.0084,0,-0.017,-0.5338,0.759,-0.3374,-0.4458,-0.771,-0.753,-0.0588,1,0.1176,0.0588,0.1176,-0.353,0.4706,0.0588,0.647,0.7058,0.1734,-0.0666,-1,-1,-1,-1,-0.953,0.4148,-1,-1,-1,-1,-1,-0.9684,-1,-1,-1,-1,-0.8334,-1,-1,-1,-1,-1,-1,-1,-1,-0.8286,-0.2858,0.7714,0.6,-0.6572,0.0286,0.9714,-1,0.0174,0.0918,0.385,0.7556,1,1,0.12,0.0352,-0.9,0.0852,0.9362,0.617,0.6808,0.3402,0.9794,0.9794,0.9794,0.6288,1,0.4,0.8428,0.7572,0.4,0.2428,-0.0572,-0.3428,1,-1,-1,-1,-1,-1,-1,12
-0.6608,-0.211,0.2348,0.9606,0.8304,0.3372,0.0564,0.5686,0.7178,0.6814,0.5752,0.8998,0.8776,0.9764,0.7506,0.1012,0.5926,0.1568,-0.6294,-0.2098,0.763,-0.1724,-0.5172,-0.6294,-0.7198,-0.6896,-0.3578,-0.2156,-0.4482,-0.2242,0.4242,-0.548,-0.6038,-0.7832,-0.6842,0,0.7916,0.4166,-0.2916,0,0.2916,0.0834,-0.3618,0.1914,0.6596,0.2424,0.1818,-1,-1,-1,-1,-0.5332,0.8698,-1,-1,-1,-1,-1,-0.6828,-1,-1,-1,-0.8268,-0.6168,-1,-1,-1,-1,-1,-1,-1,-0.4858,1,0.9142,1,-0.0572,-0.7714,-0.8286,-0.8858,-1,1,1,1,1,1,1,0.2266,0.0706,-0.3084,0.0058,0.5954,0.9768,0.4682,0.8164,0.4396,0.5942,0.343,-0.1208,0.547,0.3076,1,0.6068,0.2394,-0.2478,-0.3076,-0.265,-1,-1,1,-1,-1,-1,-0.5666,12
-0.5704,-0.4368,-0.0506,0.8014,0.7328,0.4116,-0.4392,0.013,0.9738,0.7308,0.3166,0.5208,0.553,0.9216,0.9294,0.7176,0.6374,0.8362,0.4736,0.4854,0.1592,1,0.8472,0.0956,0.7962,0.4904,0.1848,0.8598,-0.2484,-0.363,-0.0296,-0.2464,0.803,-0.4088,-0.0738,-0.3548,-0.2904,-0.4838,-0.742,-0.2904,0.0322,0.6774,-0.5136,-0.5136,0.1352,1,1,-1,-1,-1,-1,-0.9464,0.0832,-0.9142,-1,-1,-1,-1,-0.8896,-1,-1,-1,-0.8068,-0.3068,-0.7612,-1,-1,-1,-1,-1,-1,-0.4572,1,1,1,-0.8286,1,-0.9428,0.1428,-1,0.8696,0.9072,0.8964,1,1,0.7664,0.36,0.2236,0.025,-0.3142,0.581,0.9238,0.9238,0.2484,0.2122,0.4546,0.5394,-0.3576,0.3934,0.2132,0.8196,1,0.8524,-0.0328,0,-0.0492,-1,-1,1,-1,-1,-0.6,-0.7334,13
-0.521,-0.7452,-0.1864,0.9506,0.8366,0.4676,-0.393,0.0968,1,0.6672,-0.153,0.631,0.4266,0.8252,1,0.6574,0.8462,0.7194,0.9638,0.8734,0.066,0.2358,0.1604,0.3208,0.7264,0.651,0.2642,0.2264,0.0566,-0.283,0.5506,0.3034,0.6404,0.1236,0.0338,-0.3024,0.5348,0.0698,-0.4418,-0.5348,-0.1628,0.4884,-0.409,-0.1364,0.409,0.5918,1,-1,-1,-1,-1,-0.9002,0.047,-1,-1,-1,-1,-1,-0.8986,-1,-1,-1,-0.8668,-0.5634,-1,-1,-1,-1,-1,-1,-1,-0.8,0.6858,1,1,-0.9428,1,-0.9142,-0.9142,-1,0.7408,0.7704,0.8446,0.9826,1,0.5014,0.1734,0.2236,-0.5084,0.1272,0.8898,1,0.6272,0.4246,0.6644,0.3904,0.6438,0.3494,0.2454,0.0712,1,0.7362,0.6094,-0.029,0.1978,0.1874,1,-1,-1,-1,-0.8,-1,-1,13
-0.4632,-0.7924,-0.4122,0.3194,0.8498,0.6774,-0.5062,-0.3358,0.5168,0.691,0.1076,0.4924,0.488,-0.5774,-0.244,0.3392,0.349,-0.6174,0.7316,0.4026,-0.329,-0.5198,-0.0198,0.3158,0.7434,1,0.1052,0.0592,-0.5856,-0.3882,-0.8232,-0.3976,0.5824,-0.5342,-0.0282,-0.4146,-0.0732,-0.561,-0.756,-0.8536,-0.317,0.9512,-0.5122,-0.1708,-0.1708,-0.1666,-0.1334,-1,-1,-1,-1,-0.9416,-0.1254,-0.9446,-1,-1,-1,-1,-0.9666,-1,-1,-1,-0.9868,-0.4768,-0.7934,-1,-1,-1,-1,-1,-1,-1,0.8,1,1,-0.6,1,-0.8858,0.6,-1,0.1828,0.202,0.296,0.4936,0.6182,0.365,0.3066,0.3176,0.8584,-0.0164,0.4426,0.7378,0.8032,0.2744,0.062,0.292,0.8054,-0.0974,0.3334,-0.0392,0.549,0.6666,0.6862,-0.0392,-0.196,-0.1176,-1,-1,1,-1,-1,-1,-0.8334,14
-0.4684,-0.6414,-0.2026,0.692,0.806,0.7004,-0.6098,-0.4432,0.3446,0.8636,-0.0686,0.3648,0.413,-0.2782,-0.1174,0.9086,0.4678,-0.9142,0.442,0.2962,0.125,-0.3594,-0.125,0.5078,1,0.9062,0.5782,0.4766,-0.2344,-0.664,-0.0432,0.0344,0.1724,0.1552,-0.112,-0.1352,0.4594,0.027,-0.027,0.027,0.2432,0.8378,-0.4,0.05,0.15,-0.5438,-0.4386,-1,-1,-1,-1,-0.9412,0.8208,-1,-1,-1,-1,-1,-0.9544,-1,-1,-1,-0.9668,-0.1568,-1,-1,-1,-1,-1,-1,-1,-0.7428,0.4286,1,1,-1,1,-0.9428,-0.9714,-1,0.2226,0.2446,0.3422,0.5406,0.7334,0.4488,0.1466,0.153,0.2584,0.1014,1,0.5942,0.5846,0.4206,0.2698,1,0.381,0.127,-0.0608,-0.1756,0.3852,0.5,0.3918,-0.054,0.0068,-0.2364,1,-1,-1,-1,-1,-1,-1,14
-0.547,0.518,-0.1566,0.3108,-0.3398,0.5084,0.9916,0.0616,-0.0998,0.5498,0.7564,0.6452,0.799,-0.201,-0.3106,-0.4748,0.9836,-0.5442,-0.807,-0.1868,0.614,-0.4692,-0.9254,-0.8158,-0.7544,-0.7632,-0.4474,-0.772,-0.6798,-0.5614,0.8122,-0.5746,-0.5746,-0.1658,-0.2044,-0.2352,0.8824,0.8824,0.8824,0.8236,0.4118,0.9412,-0.3124,0.4376,0.9376,0.7272,-0.1818,-0.9778,-0.9708,-0.9778,-0.968,-0.6326,0.6868,-0.9652,-1,-0.9456,-0.9428,-0.9428,-0.645,-1,-0.7634,-0.3468,-0.56,-0.62,-0.9668,-1,-1,-1,-1,-0.4286,-0.9142,-0.8,0.6572,0.6,1,-0.6572,-0.6,-0.8,-0.8286,-1,1,1,1,1,1,1,0.24,-0.0118,-0.6834,-0.4444,0.7222,0.6528,0.7638,1,0.6386,0.3574,0.4216,-0.1406,0.9424,0.7788,0.4326,0.6442,0.298,-0.0674,-0.3558,-0.5096,-1,1,-1,-1,-1,-1,-0.4,15
